FIGHERT1,FIGHERT2,OUTCOME1,OUTCOME2,METHOD,ROUND,TIME,REFEREE,DATE
Cole Miller ,Ross Pearson ,W,L,Submission ,2,1:49,Herb Dean,"September 15, 2010"
Yves Edwards ,John Gunderson ,W,L,Decision - Unanimous ,3,5:00,Kerry Hatley,"September 15, 2010"
Jared Hamman ,Kyle Kingsbury ,L,W,Decision - Unanimous ,3,5:00,Jon Schorle,"September 15, 2010"
Tomasz Drwal ,David Branch ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"September 15, 2010"
Rich Attonito ,Rafael Natal ,W,L,Decision - Unanimous ,3,5:00,Kerry Hatley,"September 15, 2010"
TJ Waldburger ,David Mitchell ,W,L,Decision - Unanimous ,3,5:00,Jon Schorle,"September 15, 2010"
Brian Foster ,Forrest Petz ,W,L,KO/TKO ,1,1:07,Herb Dean,"September 15, 2010"
Frankie Edgar ,BJ Penn ,W,L,Decision - Unanimous ,5,5:00,Herb Dean,"August 28, 2010"
Randy Couture ,James Toney ,W,L,Submission ,1,3:19,Mario Yamasaki,"August 28, 2010"
Demian Maia ,Mario Miranda ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"August 28, 2010"
Kenny Florian ,Gray Maynard ,L,W,Decision - Unanimous ,3,5:00,Mario Yamasaki,"August 28, 2010"
Nate Diaz ,Marcus Davis ,W,L,Submission ,3,4:02,Yves Lavigne,"August 28, 2010"
Joe Lauzon ,Gabe Ruediger ,W,L,Submission ,1,2:01,Herb Dean,"August 28, 2010"
Andre Winner ,Nik Lentz ,L,W,Decision - Unanimous ,3,5:00,Josh Rosenthal,"August 28, 2010"
Dan Miller ,John Salter ,W,L,Submission ,2,1:53,Mario Yamasaki,"August 28, 2010"
Nick Osipczak ,Greg Soto ,L,W,Decision - Unanimous ,3,5:00,Yves Lavigne,"August 28, 2010"
Mike Pierce ,Amilcar Alves ,W,L,Submission ,3,3:11,Josh Rosenthal,"August 28, 2010"
Anderson Silva ,Chael Sonnen ,W,L,Submission ,5,3:10,Josh Rosenthal,"August 07, 2010"
Jon Fitch ,Thiago Alves ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"August 07, 2010"
Clay Guida ,Rafael Dos Anjos ,W,L,Submission ,3,1:51,Herb Dean,"August 07, 2010"
Matt Hughes ,Ricardo Almeida ,W,L,Submission ,1,3:15,Josh Rosenthal,"August 07, 2010"
Roy Nelson ,Junior Dos Santos ,L,W,Decision - Unanimous ,3,5:00,Marcos Rosales,"August 07, 2010"
Dustin Hazelett ,Rick Story ,L,W,KO/TKO ,2,1:15,Josh Rosenthal,"August 07, 2010"
Rodney Wallace ,Phil Davis ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"August 07, 2010"
Johny Hendricks ,Charlie Brenneman ,W,L,KO/TKO ,2,0:40,Josh Rosenthal,"August 07, 2010"
Todd Brown ,Tim Boetsch ,L,W,Decision - Unanimous ,3,5:00,Marcos Rosales,"August 07, 2010"
Stefan Struve ,Christian Morecraft ,W,L,KO/TKO ,2,0:22,Herb Dean,"August 07, 2010"
Ben Saunders ,Dennis Hallman ,L,W,Decision - Unanimous ,3,5:00,Marcos Rosales,"August 07, 2010"
Jon Jones ,Vladimir Matyushenko ,W,L,KO/TKO ,1,1:52,Herb Dean,"August 01, 2010"
Mark Munoz ,Yushin Okami ,L,W,Decision - Split ,3,5:00,John McCarthy,"August 01, 2010"
John Howard ,Jake Ellenberger ,L,W,TKO - Doctor's Stoppage ,3,2:21,Herb Dean,"August 01, 2010"
Tyson Griffin ,Takanori Gomi ,L,W,KO/TKO ,1,1:04,Jason Herzog,"August 01, 2010"
Paul Kelly ,Jacob Volkmann ,L,W,Decision - Unanimous ,3,5:00,John McCarthy,"August 01, 2010"
DaMarques Johnson ,Matthew Riddle ,L,W,KO/TKO ,2,4:29,Jason Herzog,"August 01, 2010"
James Irvin ,Igor Pokrajac ,L,W,Submission ,1,2:29,Herb Dean,"August 01, 2010"
Brian Stann ,Mike Massenzio ,W,L,Submission ,3,3:10,John McCarthy,"August 01, 2010"
Darren Elkins ,Charles Oliveira ,L,W,Submission ,1,0:41,Herb Dean,"August 01, 2010"
Rob Kimmons ,Steve Steinbeiss ,W,L,Decision - Unanimous ,3,5:00,Jason Herzog,"August 01, 2010"
Brock Lesnar ,Shane Carwin ,W,L,Submission ,2,2:19,Josh Rosenthal,"July 03, 2010"
Chris Leben ,Yoshihiro Akiyama ,W,L,Submission ,3,4:40,Herb Dean,"July 03, 2010"
Chris Lytle ,Matt Brown ,W,L,Submission ,2,2:02,Steve Mazzagatti,"July 03, 2010"
Krzysztof Soszynski ,Stephan Bonnar ,L,W,KO/TKO ,2,3:08,Mario Yamasaki,"July 03, 2010"
George Sotiropoulos ,Kurt Pellegrino ,W,L,Decision - Unanimous ,3,5:00,Josh Rosenthal,"July 03, 2010"
Brendan Schaub ,Chris Tuchscherer ,W,L,KO/TKO ,1,1:07,Herb Dean,"July 03, 2010"
Seth Petruzelli ,Ricardo Romero ,L,W,Submission ,2,3:05,Steve Mazzagatti,"July 03, 2010"
Kendall Grove ,Goran Reljic ,W,L,Decision - Split ,3,5:00,Mario Yamasaki,"July 03, 2010"
Gerald Harris ,David Branch ,W,L,KO/TKO ,3,2:35,Herb Dean,"July 03, 2010"
Forrest Petz ,Daniel Roberts ,L,W,Decision - Split ,3,5:00,Steve Mazzagatti,"July 03, 2010"
Jon Madsen ,Karlos Vemola ,W,L,Decision - Unanimous ,3,5:00,Mario Yamasaki,"July 03, 2010"
Court McGee ,Kris McCray ,W,L,Submission ,2,3:41,Steve Mazzagatti,"June 19, 2010"
Keith Jardine ,Matt Hamill ,L,W,Decision - Majority ,3,5:00,Herb Dean,"June 19, 2010"
Chris Leben ,Aaron Simpson ,W,L,KO/TKO ,2,4:17,Josh Rosenthal,"June 19, 2010"
Spencer Fisher ,Dennis Siver ,L,W,Decision - Unanimous ,3,5:00,Kim Winslow,"June 19, 2010"
Jamie Yager ,Rich Attonito ,L,W,KO/TKO ,2,4:25,Steve Mazzagatti,"June 19, 2010"
John Gunderson ,Mark Holst ,W,L,Decision - Unanimous ,3,5:00,Josh Rosenthal,"June 19, 2010"
Brad Tavares ,Seth Baczynski ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"June 19, 2010"
Josh Bryant ,Kyle Noke ,L,W,KO/TKO ,2,3:12,Kim Winslow,"June 19, 2010"
Chris Camozzi ,James Hammortree ,W,L,Decision - Unanimous ,3,5:00,Josh Rosenthal,"June 19, 2010"
James McSweeney ,Travis Browne ,L,W,KO/TKO ,1,4:32,Kim Winslow,"June 19, 2010"
Chuck Liddell ,Rich Franklin ,L,W,KO/TKO ,1,4:55,Herb Dean,"June 12, 2010"
Mirko Filipovic ,Pat Barry ,W,L,Submission ,3,4:30,Yves Lavigne,"June 12, 2010"
Paulo Thiago ,Martin Kampmann ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"June 12, 2010"
Ben Rothwell ,Gilbert Yvel ,W,L,Decision - Unanimous ,3,5:00,Yves Lavigne,"June 12, 2010"
Carlos Condit ,Rory MacDonald ,W,L,KO/TKO ,3,4:53,Kevin Dornan,"June 12, 2010"
Tyson Griffin ,Evan Dunham ,L,W,Decision - Split ,3,5:00,Herb Dean,"June 12, 2010"
Mac Danzig ,Matt Wiman ,L,W,Submission ,1,1:45,Yves Lavigne,"June 12, 2010"
David Loiseau ,Mario Miranda ,L,W,KO/TKO ,2,4:07,Tony Williamson,"June 12, 2010"
James Wilks ,Peter Sobotta ,W,L,Decision - Unanimous ,3,5:00,Kevin Dornan,"June 12, 2010"
Ricardo Funch ,Claude Patrick ,L,W,Submission ,2,1:48,Tony Williamson,"June 12, 2010"
Mike Pyle ,Jesse Lennox ,W,L,Submission ,3,4:44,Kevin Dornan,"June 12, 2010"
Quinton Jackson ,Rashad Evans ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"May 29, 2010"
Michael Bisping ,Dan Miller ,W,L,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"May 29, 2010"
Todd Duffee ,Mike Russow ,L,W,KO/TKO ,3,2:35,Josh Rosenthal,"May 29, 2010"
Jason Brilz ,Rogerio Nogueira ,L,W,Decision - Split ,3,5:00,Yves Lavigne,"May 29, 2010"
Diego Sanchez ,John Hathaway ,L,W,Decision - Unanimous ,3,5:00,Herb Dean,"May 29, 2010"
Amir Sadollah ,Dong Hyun Kim ,L,W,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"May 29, 2010"
Efrain Escudero ,Dan Lauzon ,W,L,Decision - Unanimous ,3,5:00,Josh Rosenthal,"May 29, 2010"
Melvin Guillard ,Waylon Lowe ,W,L,KO/TKO ,1,3:28,Yves Lavigne,"May 29, 2010"
Luiz Cane ,Cyrille Diabate ,L,W,KO/TKO ,1,2:13,Herb Dean,"May 29, 2010"
Aaron Riley ,Joe Brammer ,W,L,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"May 29, 2010"
Jesse Forbes ,Ryan Jensen ,L,W,Submission ,1,1:06,Josh Rosenthal,"May 29, 2010"
Lyoto Machida ,Mauricio Rua ,L,W,KO/TKO ,1,3:35,Yves Lavigne,"May 08, 2010"
Josh Koscheck ,Paul Daley ,W,L,Decision - Unanimous ,3,5:00,Dan Miragliotta,"May 08, 2010"
Sam Stout ,Jeremy Stephens ,L,W,Decision - Split ,3,5:00,Mario Yamasaki,"May 08, 2010"
Kevin Ferguson ,Matt Mitrione ,L,W,KO/TKO ,2,4:24,Dan Miragliotta,"May 08, 2010"
Patrick Cote ,Alan Belcher ,L,W,Submission ,2,3:25,Mario Yamasaki,"May 08, 2010"
Tom Lawlor ,Joe Doerksen ,L,W,Submission ,2,2:10,Yves Lavigne,"May 08, 2010"
Marcus Davis ,Jonathan Goulet ,W,L,KO/TKO ,2,1:23,Philippe Chartier,"May 08, 2010"
TJ Grant ,Johny Hendricks ,L,W,Decision - Majority ,3,5:00,Marc-Andre Cote,"May 08, 2010"
Joey Beltran ,Tim Hague ,W,L,Decision - Unanimous ,3,5:00,Mario Yamasaki,"May 08, 2010"
Yoshiyuki Yoshida ,Mike Guymon ,L,W,Decision - Unanimous ,3,5:00,Philippe Chartier,"May 08, 2010"
Jason MacDonald ,John Salter ,L,W,KO/TKO ,1,2:42,Dan Miragliotta,"May 08, 2010"
Anderson Silva ,Demian Maia ,W,L,Decision - Unanimous ,5,5:00,Dan Miragliotta,"April 10, 2010"
BJ Penn ,Frankie Edgar ,L,W,Decision - Unanimous ,5,5:00,Herb Dean,"April 10, 2010"
Matt Hughes ,Renzo Gracie ,W,L,KO/TKO ,3,4:40,Herb Dean,"April 10, 2010"
Terry Etim ,Rafael Dos Anjos ,L,W,Submission ,2,4:30,Marc Goddard,"April 10, 2010"
Kendall Grove ,Mark Munoz ,L,W,KO/TKO ,2,2:50,Marc Goddard,"April 10, 2010"
Alexander Gustafsson ,Phil Davis ,L,W,Submission ,1,4:55,Dan Miragliotta,"April 10, 2010"
Nick Osipczak ,Rick Story ,L,W,Decision - Split ,3,5:00,Marc Goddard,"April 10, 2010"
DaMarques Johnson ,Brad Blackburn ,W,L,KO/TKO ,3,2:08,Dan Miragliotta,"April 10, 2010"
Paul Kelly ,Matt Veach ,W,L,Submission ,2,3:41,Herb Dean,"April 10, 2010"
Jon Madsen ,Mostapha Al-Turk ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"April 10, 2010"
Kenny Florian ,Takanori Gomi ,W,L,Submission ,3,2:52,Mario Yamasaki,"March 31, 2010"
Roy Nelson ,Stefan Struve ,W,L,KO/TKO ,1,0:39,Dan Miragliotta,"March 31, 2010"
Nate Quarry ,Jorge Rivera ,L,W,KO/TKO ,2,0:29,Mario Yamasaki,"March 31, 2010"
Ross Pearson ,Dennis Siver ,W,L,Decision - Unanimous ,3,5:00,Dan Miragliotta,"March 31, 2010"
Andre Winner ,Rafaello Oliveira ,W,L,Decision - Unanimous ,3,5:00,Dale Frye,"March 31, 2010"
Jacob Volkmann ,Ronys Torres ,W,L,Decision - Split ,3,5:00,Bill Clancy,"March 31, 2010"
Rob Emerson ,Nik Lentz ,L,W,Decision - Unanimous ,3,5:00,Dale Frye,"March 31, 2010"
Caol Uno ,Gleison Tibau ,L,W,KO/TKO ,1,4:13,Bill Clancy,"March 31, 2010"
Yushin Okami ,Lucio Linhares ,W,L,TKO - Doctor's Stoppage ,2,2:47,Dale Frye,"March 31, 2010"
Gerald Harris ,Mario Miranda ,W,L,KO/TKO ,1,4:49,Bill Clancy,"March 31, 2010"
Charlie Brenneman ,Jason High ,W,L,Decision - Unanimous ,3,5:00,Dale Frye,"March 31, 2010"
Georges St-Pierre ,Dan Hardy ,W,L,Decision - Unanimous ,5,5:00,Kevin Mulhall,"March 27, 2010"
Frank Mir ,Shane Carwin ,L,W,KO/TKO ,1,3:48,Dan Miragliotta,"March 27, 2010"
Kurt Pellegrino ,Fabricio Camoes ,W,L,Submission ,2,4:20,Yves Lavigne,"March 27, 2010"
Ben Saunders ,Jon Fitch ,L,W,Decision - Unanimous ,3,5:00,Dan Miragliotta,"March 27, 2010"
Jim Miller ,Mark Bocek ,W,L,Decision - Unanimous ,3,5:00,Yves Lavigne,"March 27, 2010"
Nate Diaz ,Rory Markham ,W,L,KO/TKO ,1,2:47,Keith Peterson,"March 27, 2010"
Ricardo Almeida ,Matt Brown ,W,L,Submission ,2,3:30,Dan Miragliotta,"March 27, 2010"
Rousimar Palhares ,Tomasz Drwal ,W,L,Submission ,1,0:45,Kevin Mulhall,"March 27, 2010"
Rodney Wallace ,Jared Hamman ,L,W,Decision - Unanimous ,3,5:00,Kevin Mulhall,"March 27, 2010"
Matthew Riddle ,Greg Soto ,W,L,DQ ,3,1:30,Keith Peterson,"March 27, 2010"
Brandon Vera ,Jon Jones ,L,W,KO/TKO ,1,3:19,Herb Dean,"March 21, 2010"
Junior Dos Santos ,Gabriel Gonzaga ,W,L,KO/TKO ,1,3:53,Josh Rosenthal,"March 21, 2010"
Cheick Kongo ,Paul Buentello ,W,L,KO/TKO ,3,1:16,Herb Dean,"March 21, 2010"
Alessio Sakara ,James Irvin ,W,L,KO/TKO ,1,3:01,Josh Rosenthal,"March 21, 2010"
Clay Guida ,Shannon Gugerty ,W,L,Submission ,2,3:40,Herb Dean,"March 21, 2010"
Eliot Marshall ,Vladimir Matyushenko ,L,W,Decision - Split ,3,5:00,Adam Martinez,"March 21, 2010"
Duane Ludwig ,Darren Elkins ,L,W,KO/TKO ,1,0:44,Tim Mills,"March 21, 2010"
John Howard ,Daniel Roberts ,W,L,KO/TKO ,1,2:01,Tom Johnson,"March 21, 2010"
Brendan Schaub ,Chase Gormley ,W,L,KO/TKO ,1,0:47,Adam Martinez,"March 21, 2010"
Mike Pierce ,Julio Paulino ,W,L,Decision - Unanimous ,3,5:00,Tim Mills,"March 21, 2010"
Eric Schafer ,Jason Brilz ,L,W,Decision - Unanimous ,3,5:00,Tom Johnson,"March 21, 2010"
Cain Velasquez ,Antonio Rodrigo Nogueira ,W,L,KO/TKO ,1,2:20,Herb Dean,"February 20, 2010"
Wanderlei Silva ,Michael Bisping ,W,L,Decision - Unanimous ,3,5:00,Josh Rosenthal,"February 20, 2010"
George Sotiropoulos ,Joe Stevenson ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"February 20, 2010"
Ryan Bader ,Keith Jardine ,W,L,KO/TKO ,3,2:10,Josh Rosenthal,"February 20, 2010"
Mirko Filipovic ,Anthony Perosh ,W,L,TKO - Doctor's Stoppage ,2,5:00,Herb Dean,"February 20, 2010"
Krzysztof Soszynski ,Stephan Bonnar ,W,L,TKO - Doctor's Stoppage ,3,1:04,John Sharp,"February 20, 2010"
Chris Lytle ,Brian Foster ,W,L,Submission ,1,1:41,Steve Perceval,"February 20, 2010"
CB Dollaway ,Goran Reljic ,W,L,Decision - Unanimous ,3,5:00,John Sharp,"February 20, 2010"
James Te Huna ,Igor Pokrajac ,W,L,KO/TKO ,3,3:26,Steve Perceval,"February 20, 2010"
Randy Couture ,Mark Coleman ,W,L,Submission ,2,1:09,Steve Mazzagatti,"February 06, 2010"
Chael Sonnen ,Nate Marquardt ,W,L,Decision - Unanimous ,3,5:00,Josh Rosenthal,"February 06, 2010"
Paulo Thiago ,Mike Swick ,W,L,Submission ,2,1:54,Herb Dean,"February 06, 2010"
Demian Maia ,Dan Miller ,W,L,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"February 06, 2010"
Matt Serra ,Frank Trigg ,W,L,KO/TKO ,1,2:23,Josh Rosenthal,"February 06, 2010"
Mac Danzig ,Justin Buchholz ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"February 06, 2010"
Melvin Guillard ,Ronys Torres ,W,L,Decision - Unanimous ,3,5:00,Josh Rosenthal,"February 06, 2010"
Rob Emerson ,Phillipe Nover ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"February 06, 2010"
Phil Davis ,Brian Stann ,W,L,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"February 06, 2010"
Chris Tuchscherer ,Tim Hague ,W,L,Decision - Majority ,3,5:00,Josh Rosenthal,"February 06, 2010"
Joey Beltran ,Rolles Gracie ,W,L,KO/TKO ,2,1:31,Herb Dean,"February 06, 2010"
Gray Maynard ,Nate Diaz ,W,L,Decision - Split ,3,5:00,Mario Yamasaki,"January 11, 2010"
Evan Dunham ,Efrain Escudero ,W,L,Submission ,3,1:59,Dan Miragliotta,"January 11, 2010"
Aaron Simpson ,Tom Lawlor ,W,L,Decision - Split ,3,5:00,Kevin Mulhall,"January 11, 2010"
Amir Sadollah ,Brad Blackburn ,W,L,Decision - Unanimous ,3,5:00,Mario Yamasaki,"January 11, 2010"
Chris Leben ,Jay Silva ,W,L,Decision - Unanimous ,3,5:00,Dan Miragliotta,"January 11, 2010"
Rick Story ,Jesse Lennox ,W,L,Decision - Split ,3,5:00,Kevin Mulhall,"January 11, 2010"
Thiago Tavares ,Nik Lentz ,D,D,Decision - Majority ,3,5:00,Mario Yamasaki,"January 11, 2010"
Rory MacDonald ,Mike Guymon ,W,L,Submission ,1,4:27,Dan Miragliotta,"January 11, 2010"
Rafael Dos Anjos ,Kyle Bradley ,W,L,Decision - Unanimous ,3,5:00,Rick McCoy,"January 11, 2010"
Gerald Harris ,John Salter ,W,L,KO/TKO ,3,3:24,Todd McGovern,"January 11, 2010"
Nick Catone ,Jesse Forbes ,W,L,Decision - Split ,3,5:00,Rick McCoy,"January 11, 2010"
Rashad Evans ,Thiago Silva ,W,L,Decision - Unanimous ,3,5:00,Yves Lavigne,"January 02, 2010"
Paul Daley ,Dustin Hazelett ,W,L,KO/TKO ,1,2:24,Herb Dean,"January 02, 2010"
Sam Stout ,Joe Lauzon ,W,L,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"January 02, 2010"
Jim Miller ,Duane Ludwig ,W,L,Submission ,1,2:31,Mario Yamasaki,"January 02, 2010"
Junior Dos Santos ,Gilbert Yvel ,W,L,KO/TKO ,1,2:07,Herb Dean,"January 02, 2010"
Martin Kampmann ,Jacob Volkmann ,W,L,Submission ,1,4:03,Yves Lavigne,"January 02, 2010"
Cole Miller ,Dan Lauzon ,W,L,Submission ,1,3:05,Steve Mazzagatti,"January 02, 2010"
Mark Munoz ,Ryan Jensen ,W,L,KO/TKO ,1,2:30,Mario Yamasaki,"January 02, 2010"
Jake Ellenberger ,Mike Pyle ,W,L,KO/TKO ,2,0:22,Yves Lavigne,"January 02, 2010"
Rafaello Oliveira ,John Gunderson ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"January 02, 2010"
BJ Penn ,Diego Sanchez ,W,L,TKO - Doctor's Stoppage ,5,2:37,Herb Dean,"December 12, 2009"
Frank Mir ,Cheick Kongo ,W,L,Submission ,1,1:12,Herb Dean,"December 12, 2009"
Jon Fitch ,Mike Pierce ,W,L,Decision - Unanimous ,3,5:00,Mario Yamasaki,"December 12, 2009"
Kenny Florian ,Clay Guida ,W,L,Submission ,2,2:19,Mario Yamasaki,"December 12, 2009"
Stefan Struve ,Paul Buentello ,W,L,Decision - Majority ,3,5:00,Dan Miragliotta,"December 12, 2009"
Alan Belcher ,Wilson Gouveia ,W,L,KO/TKO ,1,3:03,Herb Dean,"December 12, 2009"
Matt Wiman ,Shane Nelson ,W,L,Decision - Unanimous ,3,5:00,Mario Yamasaki,"December 12, 2009"
Johny Hendricks ,Ricardo Funch ,W,L,Decision - Unanimous ,3,5:00,Dan Miragliotta,"December 12, 2009"
Rousimar Palhares ,Lucio Linhares ,W,L,Submission ,2,3:21,Greg Franklin,"December 12, 2009"
DaMarques Johnson ,Edgar Garcia ,W,L,Submission ,1,4:03,Herb Dean,"December 12, 2009"
TJ Grant ,Kevin Burns ,W,L,KO/TKO ,1,4:57,Greg Franklin,"December 12, 2009"
Roy Nelson ,Brendan Schaub ,W,L,KO/TKO ,1,3:45,Herb Dean,"December 05, 2009"
Matt Hamill ,Jon Jones ,W,L,DQ ,1,4:14,Steve Mazzagatti,"December 05, 2009"
Kevin Ferguson ,Houston Alexander ,W,L,Decision - Unanimous ,3,5:00,Josh Rosenthal,"December 05, 2009"
Frankie Edgar ,Matt Veach ,W,L,Submission ,2,2:20,Herb Dean,"December 05, 2009"
Matt Mitrione ,Marcus Jones ,W,L,KO/TKO ,2,0:10,Steve Mazzagatti,"December 05, 2009"
James McSweeney ,Darrill Schoonover ,W,L,KO/TKO ,3,3:20,Josh Rosenthal,"December 05, 2009"
Jon Madsen ,Justin Wren ,W,L,Decision - Split ,3,5:00,Herb Dean,"December 05, 2009"
Brian Stann ,Rodney Wallace ,W,L,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"December 05, 2009"
John Howard ,Dennis Hallman ,W,L,KO/TKO ,3,4:55,Josh Rosenthal,"December 05, 2009"
Mark Bocek ,Joe Brammer ,W,L,Submission ,1,3:36,Herb Dean,"December 05, 2009"
Forrest Griffin ,Tito Ortiz ,W,L,Decision - Split ,3,5:00,Josh Rosenthal,"November 21, 2009"
Josh Koscheck ,Anthony Johnson ,W,L,Submission ,2,4:47,Mario Yamasaki,"November 21, 2009"
Paulo Thiago ,Jacob Volkmann ,W,L,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"November 21, 2009"
Rogerio Nogueira ,Luiz Cane ,W,L,KO/TKO ,1,1:56,Steve Mazzagatti,"November 21, 2009"
Amir Sadollah ,Phil Baroni ,W,L,Decision - Unanimous ,3,5:00,Yves Lavigne,"November 21, 2009"
Ben Saunders ,Marcus Davis ,W,L,KO/TKO ,1,3:24,Josh Rosenthal,"November 21, 2009"
Kendall Grove ,Jake Rosholt ,W,L,Submission ,1,3:59,Mario Yamasaki,"November 21, 2009"
Brian Foster ,Brock Larson ,W,L,KO/TKO ,2,3:25,Yves Lavigne,"November 21, 2009"
Caol Uno ,Fabricio Camoes ,D,D,Decision - Majority ,3,5:00,Mario Yamasaki,"November 21, 2009"
George Sotiropoulos ,Jason Dent ,W,L,Submission ,2,4:36,Yves Lavigne,"November 21, 2009"
Randy Couture ,Brandon Vera ,W,L,Decision - Unanimous ,3,5:00,Marc Goddard,"November 14, 2009"
Dan Hardy ,Mike Swick ,W,L,Decision - Unanimous ,3,5:00,Kevin Mulhall,"November 14, 2009"
Michael Bisping ,Denis Kang ,W,L,KO/TKO ,2,4:24,Dan Miragliotta,"November 14, 2009"
Matt Brown ,James Wilks ,W,L,KO/TKO ,3,2:27,Leon Roberts,"November 14, 2009"
Ross Pearson ,Aaron Riley ,W,L,TKO - Doctor's Stoppage ,2,4:38,Marc Goddard,"November 14, 2009"
John Hathaway ,Paul Taylor ,W,L,Decision - Unanimous ,3,5:00,Kevin Mulhall,"November 14, 2009"
Terry Etim ,Shannon Gugerty ,W,L,Submission ,2,1:24,Dan Miragliotta,"November 14, 2009"
Nick Osipczak ,Matthew Riddle ,W,L,KO/TKO ,3,3:53,Marc Goddard,"November 14, 2009"
Dennis Siver ,Paul Kelly ,W,L,KO/TKO ,2,2:53,Dan Miragliotta,"November 14, 2009"
Alexander Gustafsson ,Jared Hamman ,W,L,KO/TKO ,1,0:41,Kevin Mulhall,"November 14, 2009"
Andre Winner ,Rolando Delgado ,W,L,KO/TKO ,1,3:22,Leon Roberts,"November 14, 2009"
Lyoto Machida ,Mauricio Rua ,W,L,Decision - Unanimous ,5,5:00,Herb Dean,"October 24, 2009"
Cain Velasquez ,Ben Rothwell ,W,L,KO/TKO ,2,0:58,Steve Mazzagatti,"October 24, 2009"
Gleison Tibau ,Josh Neer ,W,L,Decision - Unanimous ,3,5:00,Josh Rosenthal,"October 24, 2009"
Joe Stevenson ,Spencer Fisher ,W,L,KO/TKO ,2,4:03,Herb Dean,"October 24, 2009"
Anthony Johnson ,Yoshiyuki Yoshida ,W,L,KO/TKO ,1,0:41,Steve Mazzagatti,"October 24, 2009"
Ryan Bader ,Eric Schafer ,W,L,Decision - Unanimous ,3,5:00,Josh Rosenthal,"October 24, 2009"
Pat Barry ,Antoni Hardonk ,W,L,KO/TKO ,2,2:30,Josh Rosenthal,"October 24, 2009"
Chael Sonnen ,Yushin Okami ,W,L,Decision - Unanimous ,3,5:00,Steve Mazzagatti,"October 24, 2009"
Jorge Rivera ,Rob Kimmons ,W,L,KO/TKO ,3,1:53,Jason Herzog,"October 24, 2009"
Kyle Kingsbury ,Razak Al-Hassan ,W,L,Decision - Split ,3,5:00,Jason Herzog,"October 24, 2009"
Stefan Struve ,Chase Gormley ,W,L,Submission ,1,4:04,Jason Herzog,"October 24, 2009"
Vitor Belfort ,Rich Franklin ,W,L,KO/TKO ,1,3:02,Yves Lavigne,"September 19, 2009"
Junior Dos Santos ,Mirko Filipovic ,W,L,KO/TKO ,3,2:00,Dan Miragliotta,"September 19, 2009"
Paul Daley ,Martin Kampmann ,W,L,KO/TKO ,1,2:31,Yves Lavigne,"September 19, 2009"
Josh Koscheck ,Frank Trigg ,W,L,KO/TKO ,1,1:25,Leon Roberts,"September 19, 2009"
Tyson Griffin ,Hermes Franca ,W,L,KO/TKO ,2,3:26,Dan Miragliotta,"September 19, 2009"
Efrain Escudero ,Cole Miller ,W,L,KO/TKO ,1,3:36,Yves Lavigne,"September 19, 2009"
Tomasz Drwal ,Drew McFedries ,W,L,Submission ,2,1:03,Leon Roberts,"September 19, 2009"
Jim Miller ,Steve Lopez ,W,L,KO/TKO ,2,0:48,Don Turnage,"September 19, 2009"
Nik Lentz ,Rafaello Oliveira ,W,L,Decision - Unanimous ,3,5:00,Kerry Hatley,"September 19, 2009"
Rick Story ,Brian Foster ,W,L,Submission ,2,1:09,Dan Miragliotta,"September 19, 2009"
Eliot Marshall ,Jason Brilz ,W,L,Decision - Split ,3,5:00,Don Turnage,"September 19, 2009"
Vladimir Matyushenko ,Igor Pokrajac ,W,L,Decision - Unanimous ,3,5:00,Leon Roberts,"September 19, 2009"
Rafael Dos Anjos ,Rob Emerson ,W,L,Decision - Unanimous ,3,5:00,Kerry Hatley,"September 19, 2009"
Nate Diaz ,Melvin Guillard ,W,L,Submission ,2,2:13,Herb Dean,"September 16, 2009"
Gray Maynard ,Roger Huerta ,W,L,Decision - Split ,3,5:00,Dan Miragliotta,"September 16, 2009"
Carlos Condit ,Jake Ellenberger ,W,L,Decision - Split ,3,5:00,Leon Roberts,"September 16, 2009"
Nate Quarry ,Tim Credeur ,W,L,Decision - Unanimous ,3,5:00,Herb Dean,"September 16, 2009"
Brian Stann ,Steve Cantwell ,W,L,Decision - Unanimous ,3,5:00,Kevin Nix,"September 16, 2009"
Mike Pyle ,Chris Wilson ,W,L,Submission ,3,2:15,Dan Miragliotta,"September 16, 2009"
CB Dollaway ,Jay Silva ,W,L,Decision - Unanimous ,3,5:00,Leon Roberts,"September 16, 2009"
